iata,airport,cityid_ppn,state_code,country_code
OTH,Southwest Oregon Regional Airport,800001858,OR,US
OTI,Pitu Airport,800540927,,ID
OTM,Ottumwa Industrial,,IA,US
OTN,Green,,IN,US
OTP,Henri Coanda (Otopeni) Intl Airport,800033205,,RO
OTU,Alberto Jaramillo Sanchez Airport,800419615,,CO
OTZ,Kotzebue Airport,800108555,AK,US
OUA,Ouagadougou Airport,800142447,,BF
OUD,Les Angades Airport,800045781,,MA
OUH,Oudtshoorn,,,ZA
OUK,Out Skerries Airport,,,UK
OUL,Oulu Airport,800032386,,FI
OUN,University of Oklahoma Westheimer,,OK,US
OUS,Ourinhos,,,BR
OVB,Tolmachevo Airport,800014268,,RU
OVD,Asturias Airport,800039390,,ES
OVE,Oroville Municipal,,CA,US
OVG,Overberg (FAOB),,,ZA
OVL,Olivia Regional,,,US
OVO,North Vernon,,IN,US
OVS,Sovetsky Tyumenskaya Airport,,,RU
OWA,Owatonna Degner Regional,,MN,US
OWB,Daviess County Airport,800048201,KY,US
OWD,Norwood Memorial,,MA,US
OWI,Ottawa Municipal,,KS,US
OWK,Central Maine of Norridgewock,,ME,US
OWX,Putnam County,,OH,US
OXB,Bissau Airport,800139594,,GW
OXC,Waterbury-Oxford,,CT,US
OXD,Miami University,,OH,US
OXF,Kidlington Airport,800015317,,UK
OXI,Starke County,,IN,US
OXR,Oxnard Airport,800046918,CA,US
OXV,Knoxville Municipal,,IA,US
OYM,St. Marys Municipal,,PA,US
OZA,Ozona Municipal,,TX,US
OZC,Labo Airport,800072010,,PH
OZH,Zaporozhye Airport,800033369,,UA
OZP,Moron,,,ES
OZR,Cairns Army Airfield (Fort Rucker),,AL,US
OZW,Livingston County,,MI,US
OZZ,Ouarzazate Airport,800045783,,MA
PAB,Bilaspur,,,IN
PAC,Albrook Intl Airport,800041992,,PA
PAD,Paderborn/Lippstadt Airport,800023957,,DE
PAE,Paine Field / Snohomish County Airport,800051007,WA,US
PAF,Pakuba Airport,800527787,,UG
PAG,Pagadian Airport,800071848,,PH
PAH,Barkley Regional Airport,800048202,KY,US
PAK,Port Allen,,HI,US
PAM,Tyndall AFB - Panama City Airport,800047457,FL,US
PAO,Palo Alto,,CA,US
PAP,Toussaint Louverture Intl Airport,800186181,,HT
PAQ,Palmer Municipal,,AK,US
PAS,Paros Airport,800034671,,GR
PAT,Patna Airport,800061912,,IN
PAV,Paulo Afonso Airport,800036216,,BR
PAZ,El Tajin National Airport,800026748,,MX
PBB,Paranaiba,,,BR
PBC,Hermanos Serdan Intl Airport,800026747,,MX
PBD,Porbandar Airport,800094761,,IN
PBF,Grider Field,,AR,US
PBG,Plattsburgh Intl Airport,800049506,NY,US
PBH,Paro Airport,800104365,,BT
PBI,Palm Beach Intl Airport,800047534,FL,US
PBJ,Paama Airport,800541137,,VU
PBL,Bartolome Salom Airport,,,VE
PBM,Zanderij Intl Airport,800033814,,SR
PBO,Paraburdoo Airport,800147317,,AU
PBP,Punta Islita Airport,800033331,,CR
PBR,Puerto Barrios,,,GT
PBU,Putao Airport,,,MM
PBZ,Plettenberg Airport,800032758,,ZA
PCA,Portage Creek Airport,800132640,AK,US
PCL,Capitan Rolden Airport,800041187,,PE
PCM,Playa del Carmen National Airport,800003024,,MX
PCN,Picton Airport,800051311,,NZ
PCR,German Olano Airport,800204510,,CO
PCW,Carl R. Keller Field,,OH,US
PCZ,Waupaca Municipal,,WI,US
PDA,Obando Airport,800540915,,CO
PDB,Pedro Bay Airport,800108588,AK,US
PDC,Prairie du Chien Municipal,,WI,US
PDF,Prado,,,BR
PDG,Tabing Airport,800014913,,ID
PDK,Peachtree-DeKalb Airport,800047577,GA,US
PDL,Joao Paulo II Airport,800543939,,ZO
PDP,Cap. Corbeta Curbelo Intl Airport,800033839,,UY
PDS,Piedras Negras Intl Airport,800002958,,MX
PDT,Eastern Oregon Regional Airport at Pendleton,800050020,OR,US
PDU,Paysandu,,,UY
PDV,Plovdiv Krumovo Airport,800034416,,BG
PDX,Portland Intl Airport,800050022,OR,US
PEA,Pella Municipal,,IA,US
PEC,Pelican Airport,800114265,AK,US
PED,Pardubice Airport,800037285,,CZ
PEE,Perm Airport,800549986,,RU
PEF,Peenemunde,,,DE
PEG,San Francesco d`Assisi Airport,800043226,,IT
PEI,Matecana Airport,800074224,,CO
PEK,Beijing Capital Intl Airport,800022702,,CN
PEM,Puerto Maldonado Airport,800041186,,PE
PEN,Penang Intl Airport,800092570,,MY
PEO,Penn Yan,,NY,US
PEQ,Pecos Municipal,,TX,US
PER,Perth Intl Airport,800027049,,AU
PES,Petrozavodsk Airport,800014245,,RU
PET,Pelotas Intl Airport,800558743,,BR
PEU,Puerto Lempira Airport,800205794,,HN
PEW,Peshawar Airport,800058119,,PK
PEX,Pechora Airport,800515535,,RU
PEZ,Penza Airport,800014253,,RU
PFB,Passo Fundo Airport,800036033,,BR
PFC,Pacific City State,,OR,US
PFN,Bay County Intl Airport,800047457,FL,US
PFO,Paphos Intl Airport,800014787,,CY
PGA,Page Municipal Airport,800046529,AZ,US
PGD,Punta Gorda Airport,800047476,FL,US
PGF,Rivesaltes Airport,800029351,,FR
PGH,Pantnagar Airport,800088160,,IN
PGK,Depati Amir Airport,800014907,,ID
PGM,Port Graham Airport,800132647,AK,US
PGR,Kirk Field,,AR,US
PGV,Pitt Greenville Airport,800049643,NC,US
PGX,Perigueux Bassillac Airport,800032126,,FR
PHC,Port Harcourt Airport,800100530,,NG
PHD,Harry Clever Field,,OH,US
PHE,Port Hedland Airport,800027034,,AU
PHF,Newport News Williamsburg Intl Airport,800050932,VA,US
PHH,Phan Thiet,,SC,US
PHK,Palm Beach County Glades,,FL,US
PHL,Philadelphia Intl Airport,800050177,PA,US
PHN,St. Clair County International,,MI,US
PHO,Point Hope Airport,800108594,AK,US
PHR,Pacific Harbour Airport,800052789,,FJ
PHS,Phitsanulok Airport,800013803,,TH
PHT,Henry County,,TN,US
PHW,Hendrik Van Eck Airport,800008882,,ZA
PHX,Phoenix Sky Harbor Intl Airport,800046533,AZ,US
PHY,Phetchabun Airport,800013584,,TH
PIA,Gen Wayne A. Downing Peoria Intl Airport,800047903,IL,US
PIB,Hattiesburg-Laurel Regional Airport,800048819,MS,US
PIC,Pine Cay,,,TC
PID,Paradise Island Airport,800002562,,BF
PIE,Clearwater Intl Airport,800047492,FL,US
PIF,Pingtung Airport,800061826,,TW
PIH,Pocatello Regional Airport,800047764,ID,US
PIK,Prestwick Airport,800016702,,UK
PIM,Callaway Gardens-Harris County,,GA,US
PIN,Parintins Airport,800036039,,BR
PIP,Pilot Point Airport,,AK,US
PIR,Pierre Regional Airport,800050344,SD,US
PIS,Biard Airport,800029257,,FR
PIT,Pittsburgh Intl Airport,800050180,PA,US
PIU,Piura Airport,800041188,,PE
PIX,Pico Airport,800019749,,ZO
PIZ,Point Lay Airport,800108595,AK,US
PJA,Pajala-Yllas Airport,800018624,,SE
PJG,Panjgur Airport,800174457,,PK
PJM,Puerto Jimenez Airport,800079684,,CR
PJY,Pinckneyville-Du Quoin,,IL,US
PKA,Napaskiak Airport,800108576,AK,US
PKB,Mid-Ohio Valley Regional Airport,800051104,WV,US
PKC,Petropavlovsk-Kamchatsky Airport,800078564,,RU
PKD,Park Rapids Municipal (Konshok Field),,MN,US
PKE,Parkes Airport,800027055,,AU
PKF,Park Falls Municipal,,WI,US
PKG,Pangkor Airport,800019215,,MY
PKK,Pakokku Airport,800540708,,MM
PKN,Iskandar Airport,800003466,,ID
PKP,Puka-Puka Airport,800540994,,PF
PKR,Pokhara Airport,800033527,,NP
PKU,Simpang Tiga Airport,800014899,,ID
PKV,Pskov Airport,800014235,,RU
PKY,Tjilik Riwut (Panarung) Airport,800060135,,ID
PKZ,Pakse Intl Airport,800015013,,LA
PLB,Plattsburgh,800049506,NY,US
PLD,Portland Municipal,,,US
PLH,Plymouth Airport,800015935,,UK
PLJ,Placencia Airport,800033249,,BZ
PLK,M. Graham Clark - Taney County,,MO,US
PLL,Ponta Pelada,,,BR
PLM,Badaruddin Ii Airport,800014909,,ID
PLN,Pellston Regional Airport,800048654,MI,US
PLO,Port Lincoln Airport,800072299,,AU
PLP,Captain Ramon Xatruch Airport,800083648,,PA
PLQ,Palanga Airport,800015235,,LT
PLR,St. Clair County,,AL,US
PLS,Providenciales Intl Airport,800053630,,TC
PLU,Belohorizonte - Pamphula Airport,800036310,,BR
PLW,Mutiara Airport,800003470,,ID
PLX,Semey Airport,800366704,,KZ
PLZ,Port Elizabeth Airport,800032754,,ZA
PMA,Pemba Airport,800551667,,TZ
PMB,Pembina Municipal Airport,800118060,ND,US
PMC,Tepual Airport,800033885,,CL
PMD,Palmdale Regional Airport,800046923,CA,US
PMF,Giuseppe Verdi Airport,800043264,,IT
PMI,Palma de Mallorca (Son Sant Joan) Airport,800051810,,ES
PMK,Palm Island Airport,800027143,QL,AU
PML,Port Moller Airport,800544062,AK,US
PMO,Falcone-Borsellino Airport,800043282,,IT
PMP,Pimaga,,FL,US
PMR,Palmerston North Airport,800027462,,NZ
PMU,Panola County,,MS,US
PMV,Porlamar Airport,800033746,,VE
PMW,Palmas Airport,800052948,,BR
PMY,El Tehuelche Airport,800033611,,AR
PMZ,Palmar Sur Airport,800194672,,CR
PNA,Pamplona Airport,800039368,,ES
PNC,Ponca City Regional Airport,800049949,OK,US
PND,Punta Gorda Airport,800553769,,BZ
PNE,Northeast Philadelphia,,PA,US
PNG,Paranagua Municipal,,,BR
PNH,Pochentong Airport,800096795,,KH
PNI,Pohnpei Intl Airport,800092808,,FM
PNK,Supadio Airport,800014894,,ID
PNL,Pantelleria Airport,800043272,,IT
PNM,Princeton Municipal,,MN,US
PNP,Girua Airport,800533246,,PG
PNQ,Pune Airport,800067379,,IN
PNR,Pointe Noire Airport,800560594,,CG
PNS,Pensacola Regional Airport,800047461,FL,US
PNT,Teniente Julio Gallardo Airport,800033884,,CL
PNY,Pondicherry Civil,,,IN
PNZ,Petrolina Intl Airport,800036024,,BR
POA,Salgado Filho Airport,800035998,,BR
POB,Pope Air Force Base,,NC,US
POC,Brackett Field,,CA,US
POE,Polk Army Airfield,,LA,US
POF,Poplar Bluff Municipal,,MO,US
POG,Port Gentil Airport,800512728,,GA
POI,Capitan Nicolas Rojas Airport,800541802,,BO
POJ,Pedro Pereira dos Santos Airport,800091494,,BR
POL,Pemba Airport,800545745,,MZ
POM,Jackson Airport,800019447,,PG
POO,Pocos De Caldas,,,BR
POP,Gregorio Luperon Intl Airport,800002570,,DO
POR,Pori Airport,800032374,,FI
POS,Piarco Intl Airport,800096713,,TT
POT,Ken Jones Aerodrome,800013640,,JM
POU,Dutchess County,,NY,US
POW,Portoroz Airport,800548863,,SI
POX,Pontoise,,,FR
POZ,Lawica Airport,800037907,,PL
PPA,Perry Lefors Field,,TX,US
PPB,Presidente Prudente Airport,800035983,,BR
PPE,Puerto Penasco Intl Airport,800026744,,MX
PPF,Tri-City,,KS,US
PPG,Pago Pago (Tafuna) Intl Airport,800083917,,US
PPI,Port Pirie,,SA,AU
PPK,Petropavl Airport,800019293,,KZ
PPN,Guillermo Leon Valencia Airport,800053620,,CO
PPO,Powell Point,,IN,US
PPP,Proserpine Airport,800027024,,AU
PPQ,Kapiti Coast Airport,800027460,,NZ
PPS,Puerto Princesa Airport,800019053,,PH
PPT,Tahiti - Faaa Airport,800077119,,PF
PPV,Port Protection Seaplane Base,800139593,AK,US
PPW,Papa Westray Airport,800076983,,UK
PPY,Pouso Alegre,,,BR
PQC,Phuquoc Airport,800092667,,VN
PQI,Northern Maine Regional Airport at Presque Isle,800048316,ME,US
PQL,Trent Lott International,,MS,US
PQQ,Port Macquarie Airport,800027029,,AU
PQS,Pilot Station Airport,800108591,AK,US
PRA,Gen. Justo Jose de Urquiza Airport,800033623,,AR
PRB,Paso Robles Municipal,,CA,US
PRC,Prescott Municipal Apt / Earnest A. Love Field,800046535,AZ,US
PRG,Ruzyne Airport,800037261,,CZ
PRH,Phrae Airport,800013802,,TH
PRI,Praslin Island Airport,800032628,,SC
PRJ,Capri Airport,800097091,,IT
PRM,Portimao Airport,800273804,,PT
PRN,Pristina Intl Airport,800306583,,KV
PRP,Propriano,,,FR
PRV,Prerov Airport,800037256,,CZ
PRX,Cox Field,,TX,US
PRY,Wonderboom Airport,800065222,,ZA
PRZ,Prineville,,OR,US
PSA,Galileo Galilei Intl Airport,800097243,,IT
PSB,Mid-State,,PA,US
PSC,Tri-Cities Airport,800051048,WA,US
PSD,Port Said Airport,800053418,,EG
PSE,Mercedita Airport,800051275,PR,US
PSF,Pittsfield Municipal,,MA,US
PSG,Petersburg Airport,800108183,AK,US
PSH,St Peter,,,DE
PSI,Pasni Airport,800174543,,PK
PSJ,Kasiguncu Airport,800003470,,ID
PSK,New River Valley,,VA,US
PSL,Perth,,,UK
PSM,Portsmouth Intl Airport at Pease,800049109,NH,US
PSN,Palestine Municipal,,TX,US
PSO,Antonio Narino Airport,800036404,,CO
PSP,Palm Springs Intl Airport,800046922,CA,US
PSR,Abruzzo Airport,800043223,,IT
PSS,Libertador General Jose de San Martin Airport,800033617,,AR
PSU,Pangsuma Airport,800310566,,ID
PSV,Papa Stour Airport,,,UK
PSW,Passos,,,BR
PSZ,Puerto Suarez Intl Airport,800297715,,BO
PTA,Port Alsworth Airport,800108596,AK,US
PTB,Dinwiddie County,,VA,US
PTD,Potsdam Municipal (Damon Field),,NY,US
PTF,Malololailai Island Airport,800064375,,FJ
PTG,Polokwane Intl Airport,800100506,,ZA
PTH,Port Heiden Airport,800108597,AK,US
PTJ,Portland Airport,800027031,,AU
PTK,Oakland County Intl Airport,800048684,MI,US
PTN,Patterson Municipal Heliport,,LA,US
PTO,Municipal,,,BR
PTP,Le Raizet Airport,800075417,,GP
PTS,Atkinson Municipal,,KS,US
PTT,Pratt Industrial,,KS,US
PTU,Platinum Airport,800108592,AK,US
PTV,Porterville Municipal,,CA,US
PTW,Pottstown Limerick,,PA,US
PTX,Pitalito,,,CO
PTY,Tocumen Intl Airport,800041992,,PA
PTZ,Rio Amazonas,,,EC
PUB,Pueblo Memorial Airport,800047177,CO,US
PUC,Carbon County,,UT,US
PUE,Puerto Obaldia Airport,800541046,,PA
PUF,Uzein / Pyrenees Airport,800030168,,FR
PUG,Port Augusta Airport,800027039,SA,AU
PUJ,Punta Cana Intl Airport,800013751,,DO
PUQ,Ibanez Airport,800033881,,CL
PUS,Gimhae Intl Airport,800009987,,KR
PUU,Tres de Mayo Airport,800528119,,CO
PUW,Moscow Regional Airport,800051053,WA,US
PUY,Pula Airport,800560160,,HR
PVA,El Embrujo Airport,800462081,,CO
PVB,Platteville Municipal,,IL,US
PVC,Provincetown Municipal Airport,800048504,MA,US
PVD,T F Green Airport,800050239,RI,US
PVF,Placerville,,CA,US
PVG,Shanghai Pudong Intl Airport,800022563,,CN
PVH,Belmonte Airport,800574828,,BR
PVJ,Pauls Valley Municipal,,OK,US
PVK,Preveza/Lefkas Airport,800544042,,GR
PVO,Portoviejo,,,EC
PVR,Lic Gustavo Diaz Ordaz Intl Airport,800026743,,MX
PVU,Provo Municipal Airport,800050791,UT,US
PVW,Hale County,,TX,US
PVZ,Casement,,OH,US
PWA,Wiley Post,,OK,US
PWC,Pine River Regional,,MN,US
PWE,Pevek Airport,800289351,,RU
PWG,McGregor Executive,,TX,US
PWK,Chicago Executive Airport,,IL,US
PWL,Purwokerto,,,CL
PWM,Portland Intl Jetport,800048315,ME,US
PWQ,Pavlodar Airport,800178371,,KZ
PWT,Bremerton National,,WA,US
PXE,Perry-Houston County,,GA,US
PXM,Puerto Escondido Intl Airport,800003015,,MX
PXO,Porto Santo Airport,800003111,,PT
PXU,Pleiku Airport,800057386,,VN
PYC,Playon Chico Airport,800083648,,PA
PYG,Pageland,,NC,US
PYH,Cacique Aramare Airport,800144304,,VE
PYJ,Polyarny Airport,800508089,,RU
PYM,Plymouth Municipal,,MA,US
PYR,Andravida,,,GR
PYY,Pai Airport,800013809,,TH
PZB,Pietermaritzburg Airport,800032762,,ZA
PZE,Penzance Heliport,800015949,,UK
PZH,Zhob Airport,800540947,,PK
PZI,Panzhihua Bao`anying Airport,800068683,,CN
PZO,Puerto Ordaz Airport,800204667,,VE
PZY,PieÅÁÅ´any,,,SK
QAK,Major Brigadeiro Doorgal Borges,,,BR
QAQ,L Aquila Preturo,,,IT
QBC,Bella Coola Airport,800098264,BC,CA
QBX,Sobral,,,BR
QCJ,Botucatu,,,BR
QCN,Canela,,,BR
QCU,Akunnaaq Heliport,800437106,,GL
QCY,RAF Coningsby,,,UK
QDB,Cachoeira Do Sul,,,BR
QDF,Conselheiro Lafaiete,,,BR
QDU,Dusseldorf Central Railway Station,800025816,,DE
QDV,Jundiai,,,BR
QEF,Egelsbach,,,DE
QES,Emmen,,,CH
QFB,Freiburg,,,DE
QFI,Iginniarfik Heliport,800437148,,GL
QFO,Duxford,,,UK
QGP,Garanhuns,,,BR
QGU,Gifu Aero,,,JP
QHB,Piracicaba,,,BR
QHP,Base De Aviacao De Taubate,,,BR
QHV,Novo Hamburgo,,,BR
QID,Mello Viana,,,BR
QIE,Istres Le Tube,,,FR
QIQ,Rio Claro,,,BR
QJB,Jubail,,,SA
QKL,Cologne Central Station,800024805,,DE
QLA,Lasham Airfield,,,UK
QNC,Neuchatel Airport,800018237,,CH
QNJ,Annemasse,,,FR
QNS,Canoas Ab,,,BR
QNV,Aeroclub,,,BR
QNX,Charnay,,,FR
QOW,Sam Mbakwe Intl / Imo State Airport,800387173,,NG
QPA,Gino Allegri Airport,800043295,,IT
QPG,Paya Lebar Airbase,,,SG
QPK,Strausberg,,,DE
QQP,Paddington Railway Station,800013148,,UK
QQS,St Pancras Railway Station,800013148,,UK
QRA,Grand Central Airport (Johannesburg),,,ZA
QRC,De La Independencia,,,CL
QRO,Queretaro Intl Airport,800026739,,MX
QRW,Osubi Airstrip,800384703,,NG
QRZ,Resende,,,BR
QSF,Ain Arnat Airport,800210196,,DZ
QSG,Sonderborg,,,JP
QSM,Uetersen,,,DE
QSR,Pontecagnano Airport,800042837,,IT
QST,Topel,,,TR
QTK,Rothenburg Gorlitz,,,DE
QUB,Ubari Airport,,,LY
QUG,Goodwood Airfield,,,UK
QUT,Utsunomiya,,,JP
QUY,Wyton,,,UK
QVA,Venegono,,,IT
QVB,Uniao Da Vitoria,,,BR
QVP,Avare,,,BR
QXB,Aix-En-Provence Airport,800030145,,FR
QYR,Barberey,,,FR
QYT,Eelde,,,NL
RAB,Rabaul Airport,800179572,,PG
RAC,John H. Batten,,WI,US
RAE,Arar Airport,800324340,,SA
RAG,Raglan,,,NZ
RAH,Rafha Airport,800086707,,SA
RAI,Mendes Airport,800032642,,CV
RAJ,Rajkot Airport,800020807,,IN
RAK,Menara Airport,800045795,,MA
RAL,Riverside Municipal,,CA,US
RAN,La Spreta,,,IT
RAO,Ribeirao Preto Airport,800035977,,BR
RAP,Rapid City Regional Airport,800122422,SD,US
RAR,Rarotonga Airport,800032917,,CK
RAS,Rasht Airport,,,IR
RAT,Raduzhny Airport,800096131,,RU
RBA,Rabat Airport,800045775,,MA
RBD,Dallas Executive Airport,800050526,TX,US
RBG,Roseburg Regional,,OR,US
RBJ,Rebun,,,JP
RBL,Red Bluff Municipal,,CA,US
RBQ,Rurrenabaque Airport,800081645,,BO
RBR,Placido de Castro Intl Airport,800573843,,BR
RBS,Orbost,,,AU
RBV,Ramata Airport,800541074,,SB
RBW,Lowcountry Regional Airport,800050326,SC,US
RBY,Ruby Airport,800108602,AK,US
RCA,Ellsworth AFB,,SD,US
RCB,Richards Bay Airport,800008849,,ZA
RCE,Roche Harbor Seaplane Base,800132626,WA,US
RCH,Almirante Padilla Airport,800083490,,CO
RCK,H. H. Coffield Regional,,TX,US
RCM,Richmond,800026916,NS,AU
RCO,Saint Agnant,,,FR
RCR,Fulton County,,IN,US
RCS,Rochester,,,UK
RCT,Nartron Field,,MI,US
RCU,Las Higueras Airport,800057675,,AR
RCX,Rusk County,,WI,US
RDB,Red Dog Airport,800132658,AK,US
RDD,Redding Municipal Airport,800046960,CA,US
RDG,Reading Regional Airport/Spaatz Field,800050186,PA,US
RDM,Roberts Field/Redmond Municipal Airport,800050024,OR,US
RDN,Redang Airport,800093096,,MY
RDR,Grand Forks AFB,,ND,US
RDU,Raleigh/Durham Intl Airport,800049695,NC,US
RDV,Red Devil Airport,800108601,AK,US
RDZ,Rodez Airport,800029054,,FR
REA,Reao Airport,800540995,,PF
REB,Rechlin,,,DE
REC,Guararapes Airport,800009588,,BR
REG,Reggio Calabria Airport,800091839,,IT
REL,Almirante Marcos Zar Airport,800033555,,AR
REN,Tsentralny Airport,800014259,,RU
REP,Siem Reap Airport,800097304,,KH
RES,Resistencia Intl Airport,800033603,,AR
RET,Rost Airport,800540945,,NO
REU,Reus Airport,800039175,,ES
REX,Gen Lucio Blanco Intl Airport,800026736,,MX
RFD,Greater Rockford Airport,800047913,IL,US
RFP,Uturoa Airport,800032647,,PF
RFS,Rosita Airport,,,NI
RGA,Hermes Quijada Intl Airport,800033598,,AR
RGI,Rangiroa Airport,800032658,,PF
RGK,Gorno-Altaysk Airport,800014368,,RU
RGL,Piloto Civil Norberto Fernandez Intl Airport,800033599,,AR
RGN,Yangon Intl Airport,800072367,,MM
RGS,Burgos (Villafria) Airport,800040728,,ES
RHE,Reims Champagne,,,FR
RHI,Oneida County Airport,800051187,WI,US
RHO,Diagoras Airport,800046138,,GR
RHV,Reid-Hillview of Santa Clara County,,CA,US
RIA,Santa Maria Airport,800060054,,BR
RIB,Riberalta Airport,800299254,,BO
RIC,Richmond Intl Airport,800050938,VA,US
RID,Richmond Municipal,,IN,US
RIF,Richfield Municipal,,UT,US
RIG,Rio Grande Regional Airport,800099305,,BR
RIK,Carrillo,,,CR
RIL,Garfield County Regional,,CO,US
RIR,Flabob,,CA,US
RIS,Rishiri Airport,800540935,,JP
RIU,Rancho Murieta,,CA,US
RIV,March ARB,,CA,US
RIW,Riverton Regional Airport,800051242,WY,US
RIX,Riga Intl Airport,800014000,,LV
RIY,Riyan Mukalla Airport,800534706,,YE
RJA,Rajahmundry Airport,800186378,,IN
RJD,Ridgely Airpark,,MD,US
RJH,Shah Makhdum Airport,800078871,,BD
RJK,Rijeka Airport,800045473,,HR
RJL,Logrono-Agoncillo Airport,800097201,,ES
RKD,Knox County Regional Airport,800101948,ME,US
RKE,Copenhagen Airport Roskilde,800014587,,DK
RKP,Aransas County,,TX,US
RKR,Robert S Kerr,,OK,US
RKS,Sweetwater County Airport,800051243,WY,US
RKT,Ras Al Khaimah Airport,800096735,,AE
RKV,Reykjavik Airport,800015037,,IS
RKW,Rockwood Municipal,,TN,US
RLD,Richland,,WA,US
RLG,Rostock-Laage Airport,800100991,,DE
RLO,Villa de Merlo Airport,800099239,,AR
RMA,Roma Airport,800003232,,AU
RME,Griffiss Airpark,,NY,US
RMF,Marsa Alam Airport,800099791,,EG
RMG,Richard B Russell,,GA,US
RMI,Federico Fellini Airport,800042938,,IT
RMK,Renmark,,,AU
RML,Ratmalana,,,LK
RMN,Rumginae Airport,,,PG
RMP,Rampart Airport,800108600,AK,US
RMQ,Taichung Ching Chuang Kang Airport,800013444,,TW
RMS,Ramstein,,,DE
RMT,Rimatara Airport,800540996,,PF
RMY,Brooks Field,,MI,US
RNA,Ulawa Airport,800154256,,SB
RNB,Kallinge Airport,800018602,,SE
RNC,Warren County Memorial,,TN,US
RND,Randolph AFB,,TX,US
RNE,Renaison,,,FR
RNH,New Richmond Regional,,MN,US
RNI,Corn Island Airport,800083995,,NI
RNJ,Yoron Airport,800540880,,JP
RNL,Rennell/Tingoa Airport,800541075,,SB
RNM,Ramona,,CA,US
RNN,Bornholm Airport,800013335,,DK
RNO,Reno Tahoe Intl Airport,800049039,NV,US
RNS,St Jacques Airport,800029101,,FR
RNT,Renton Municipal,,WA,US
ROA,Roanoke Regional Airport / Woodrum Field Airport,800050940,VA,US
ROB,Roberts Intl Airport,800532360,,LR
ROC,Greater Rochester Intl Airport,800049518,NY,US
ROD,Robertson,,,ZA
ROG,Carter Field,800046604,AR,US
ROI,Roi Et Airport,800013588,,TH
ROK,Rockhampton Airport,800027010,,AU
ROO,Maestro Marinho Franco Airport,800062362,,BR
ROP,Rota Intl Airport,800074638,,US
ROR,Koror Airport,800085975,,PW
ROS,Rosario Intl Airport,800079716,,AR
ROT,Rotorua Airport,800051303,,NZ
ROV,Rostov Airport,800014221,,RU
ROW,Roswell Intl Air Center Airport,800049324,NM,US
RPB,Belleville Municipal,,KS,US
RPD,Rice Lake Regional (Carl`s Field),,WI,US
RPJ,Rochelle Municipal (Koritz Field),,IL,US
RPN,Rosh-Pina Airport,800547088,,IL
RPR,Raipur Airport,800013612,,IN
RQB,Roben Hood,,MI,US
RQE,Window Rock,,NM,US
RRG,Sir Gaetan Duval Airport,800540969,,MU
RRK,Rourkela,,,IN
RRL,Merrill Municipal,,WI,US
RRO,Sorrento Airport,800043192,,IT
RRS,Roros Airport,800041361,,NO
RSA,Santa Rosa Airport,800051300,,AR
RSD,Rock Sound Airport,800027399,,BS
RSH,Russian Mission Airport,800108603,AK,US
RSJ,Rosario Seaplane Base Airport,800101994,WA,US
RSN,Ruston Regional,,LA,US
RST,Rochester Intl Airport,800048764,MN,US
RSU,Yeosu Airport,800082236,,KR
RSW,Southwest Florida Intl Airport,800047349,FL,US
RTA,Rotuma Island Airport,800149424,,FJ
RTB,Juan Manuel Galvez Intl Airport,800098179,,HN
RTG,Frans Sales Lega Airport,800014935,,ID
RTM,Rotterdam The Hague Airport,800020251,,NL
RTN,Raton Municipal (Crews Field),,NM,US
RTS,Rottnest Island,,,AU
RTW,Saratov Tsentralny Airport,800014210,,RU
RUA,Arua Airport,800527777,,UG
RUE,Russellville Regional,,AR,US
RUH,King Khalid Intl Airport,800052085,,SA
RUN,Roland Garros Airport,800003461,,RE
RUQ,Rowan County,,NC,US
RUR,Rurutu Airport,800540997,,PF
RUS,Marau Airport,800149288,,SB
RUT,Rutland Southern Vermont Regional Airport,800050842,VT,US
RVD,General Leite de Castro Airport,800575470,,BR
RVE,Los Colonizadores Airport,800462489,,CO
RVJ,Reidsville Municipal (Swinton Smith Field),,GA,US
RVK,Rorvik Ryumsjoen Airport,800104036,,NO
RVL,Mifflin County,,PA,US
RVN,Rovaniemi Airport,800032358,,FI
RVS,Richard Lloyd Jones Jr,,OK,US
RVT,Ravensthorpe Airport,800557024,WA,AU
RVV,Raivavae Airport,800147157,,PF
RVY,Rivera,,,UY
RWF,Redwood Falls Municipal,,MN,US
RWI,Rocky Mount-Wilson Regional Airport,800049699,NC,US
RWL,Rawlins Municipal (Harvey Field),,WY,US
RWN,Rivne Intl Airport,800499762,,UA
RXE,Rexburg-Madison County,,ID,US
RXS,Roxas Airport,800003959,,PH
RYG,Moss Airport Rygge,800041404,,NO
RYK,Rahim Yar Khan Airport,800143047,,PK
RYM,Ray S. Miller AAF/NG,,MN,US
RYV,Watertown Municipal,,WI,US
RYY,Cobb County (McCollum Field),,GA,US
RZE,Rzeszow Airport,800037844,,PL
RZL,Jasper County,,IN,US
RZT,Ross County,,OH,US
RZZ,Halifax County,,NC,US
SAA,Shively Field,,WY,US
SAB,Saba Island - Yrausquin Airport,800011580,,AN
SAC,Sacramento Executive,,CA,US
SAF,Santa Fe Airport,800049328,NM,US
SAH,Sanaa Intl Airport,800543993,,YE
SAK,Saudarkrokur Airport,800055427,,IS
SAL,Oscar Arnulfo Romero Intl Airport,800033258,,SV
